episode,update,turns,winner,x_reward,rolling_x_reward_50,loss,policy_loss,value_loss,entropy,reference_kl
1,1,15,X,1.0,1.0,2.3788247108459473,0.0018259938806295395,4.769041538238525,0.7699995338916779,0.0017794153973227367
2,1,13,X,1.0,1.0,2.3788247108459473,0.0018259938806295395,4.769041538238525,0.7699995338916779,0.0017794153973227367
3,1,9,X,1.0,1.0,2.3788247108459473,0.0018259938806295395,4.769041538238525,0.7699995338916779,0.0017794153973227367
4,1,9,X,1.0,1.0,2.3788247108459473,0.0018259938806295395,4.769041538238525,0.7699995338916779,0.0017794153973227367
5,1,9,X,1.0,1.0,2.3788247108459473,0.0018259938806295395,4.769041538238525,0.7699995338916779,0.0017794153973227367
6,1,7,X,1.0,1.0,2.3788247108459473,0.0018259938806295395,4.769041538238525,0.7699995338916779,0.0017794153973227367
7,1,9,X,1.0,1.0,2.3788247108459473,0.0018259938806295395,4.769041538238525,0.7699995338916779,0.0017794153973227367
8,1,9,X,1.0,1.0,2.3788247108459473,0.0018259938806295395,4.769041538238525,0.7699995338916779,0.0017794153973227367
9,2,13,X,1.0,1.0,1.1890956312417984,0.02957451343536377,2.335815817117691,1.0557959377765656,0.021711804438382387
10,2,13,X,1.0,1.0,1.1890956312417984,0.02957451343536377,2.335815817117691,1.0557959377765656,0.021711804438382387
11,2,9,X,1.0,1.0,1.1890956312417984,0.02957451343536377,2.335815817117691,1.0557959377765656,0.021711804438382387
12,2,19,X,1.0,1.0,1.1890956312417984,0.02957451343536377,2.335815817117691,1.0557959377765656,0.021711804438382387
13,2,9,X,1.0,1.0,1.1890956312417984,0.02957451343536377,2.335815817117691,1.0557959377765656,0.021711804438382387
14,2,20,O,-1.0,0.8571428571428571,1.1890956312417984,0.02957451343536377,2.335815817117691,1.0557959377765656,0.021711804438382387
15,2,10,O,-1.0,0.7333333333333333,1.1890956312417984,0.02957451343536377,2.335815817117691,1.0557959377765656,0.021711804438382387
16,2,18,O,-1.0,0.625,1.1890956312417984,0.02957451343536377,2.335815817117691,1.0557959377765656,0.021711804438382387
17,3,12,O,-1.0,0.5294117647058824,0.6621164083480835,-0.02422704314813018,1.3865673243999481,1.0201043486595154,0.03260847274214029
18,3,10,O,-1.0,0.4444444444444444,0.6621164083480835,-0.02422704314813018,1.3865673243999481,1.0201043486595154,0.03260847274214029
19,3,11,X,1.0,0.47368421052631576,0.6621164083480835,-0.02422704314813018,1.3865673243999481,1.0201043486595154,0.03260847274214029
20,3,23,X,1.0,0.5,0.6621164083480835,-0.02422704314813018,1.3865673243999481,1.0201043486595154,0.03260847274214029
21,3,20,O,-1.0,0.42857142857142855,0.6621164083480835,-0.02422704314813018,1.3865673243999481,1.0201043486595154,0.03260847274214029
22,3,7,X,1.0,0.45454545454545453,0.6621164083480835,-0.02422704314813018,1.3865673243999481,1.0201043486595154,0.03260847274214029
23,3,9,X,1.0,0.4782608695652174,0.6621164083480835,-0.02422704314813018,1.3865673243999481,1.0201043486595154,0.03260847274214029
24,3,17,X,1.0,0.5,0.6621164083480835,-0.02422704314813018,1.3865673243999481,1.0201043486595154,0.03260847274214029
25,4,9,X,1.0,0.52,1.665493667125702,-0.0011074631474912167,3.3447216749191284,1.1690883040428162,0.05931157246232033
26,4,15,X,1.0,0.5384615384615384,1.665493667125702,-0.0011074631474912167,3.3447216749191284,1.1690883040428162,0.05931157246232033
27,4,9,X,1.0,0.5555555555555556,1.665493667125702,-0.0011074631474912167,3.3447216749191284,1.1690883040428162,0.05931157246232033
28,4,9,X,1.0,0.5714285714285714,1.665493667125702,-0.0011074631474912167,3.3447216749191284,1.1690883040428162,0.05931157246232033
29,4,40,O,-1.0,0.5172413793103449,1.665493667125702,-0.0011074631474912167,3.3447216749191284,1.1690883040428162,0.05931157246232033
30,4,11,X,1.0,0.5333333333333333,1.665493667125702,-0.0011074631474912167,3.3447216749191284,1.1690883040428162,0.05931157246232033
31,4,17,X,1.0,0.5483870967741935,1.665493667125702,-0.0011074631474912167,3.3447216749191284,1.1690883040428162,0.05931157246232033
32,4,8,O,-1.0,0.5,1.665493667125702,-0.0011074631474912167,3.3447216749191284,1.1690883040428162,0.05931157246232033
33,5,7,X,1.0,0.5151515151515151,0.7731508016586304,-0.00405878946185112,1.562754213809967,1.3198505342006683,0.09030995704233646
34,5,29,X,1.0,0.5294117647058824,0.7731508016586304,-0.00405878946185112,1.562754213809967,1.3198505342006683,0.09030995704233646
35,5,7,X,1.0,0.5428571428571428,0.7731508016586304,-0.00405878946185112,1.562754213809967,1.3198505342006683,0.09030995704233646
36,5,8,O,-1.0,0.5,0.7731508016586304,-0.00405878946185112,1.562754213809967,1.3198505342006683,0.09030995704233646
37,5,9,X,1.0,0.5135135135135135,0.7731508016586304,-0.00405878946185112,1.562754213809967,1.3198505342006683,0.09030995704233646
38,5,11,X,1.0,0.5263157894736842,0.7731508016586304,-0.00405878946185112,1.562754213809967,1.3198505342006683,0.09030995704233646
39,5,28,O,-1.0,0.48717948717948717,0.7731508016586304,-0.00405878946185112,1.562754213809967,1.3198505342006683,0.09030995704233646
40,5,15,X,1.0,0.5,0.7731508016586304,-0.00405878946185112,1.562754213809967,1.3198505342006683,0.09030995704233646
41,6,23,X,1.0,0.5121951219512195,1.1309083104133606,-0.01577945550282796,2.303232570489248,1.403798242410024,0.09109470496575038
42,6,18,O,-1.0,0.47619047619047616,1.1309083104133606,-0.01577945550282796,2.303232570489248,1.403798242410024,0.09109470496575038
43,6,18,O,-1.0,0.4418604651162791,1.1309083104133606,-0.01577945550282796,2.303232570489248,1.403798242410024,0.09109470496575038
44,6,12,O,-1.0,0.4090909090909091,1.1309083104133606,-0.01577945550282796,2.303232570489248,1.403798242410024,0.09109470496575038
45,6,10,O,-1.0,0.37777777777777777,1.1309083104133606,-0.01577945550282796,2.303232570489248,1.403798242410024,0.09109470496575038
46,6,23,X,1.0,0.391304347826087,1.1309083104133606,-0.01577945550282796,2.303232570489248,1.403798242410024,0.09109470496575038
47,6,16,O,-1.0,0.3617021276595745,1.1309083104133606,-0.01577945550282796,2.303232570489248,1.403798242410024,0.09109470496575038
48,6,38,O,-1.0,0.3333333333333333,1.1309083104133606,-0.01577945550282796,2.303232570489248,1.403798242410024,0.09109470496575038
49,7,7,X,1.0,0.3469387755102041,0.8159274011850357,-0.009208448231220245,1.6550092697143555,1.3476703763008118,0.11107921972870827
50,7,7,X,1.0,0.36,0.8159274011850357,-0.009208448231220245,1.6550092697143555,1.3476703763008118,0.11107921972870827
51,7,30,O,-1.0,0.32,0.8159274011850357,-0.009208448231220245,1.6550092697143555,1.3476703763008118,0.11107921972870827
52,7,12,O,-1.0,0.28,0.8159274011850357,-0.009208448231220245,1.6550092697143555,1.3476703763008118,0.11107921972870827
53,7,11,X,1.0,0.28,0.8159274011850357,-0.009208448231220245,1.6550092697143555,1.3476703763008118,0.11107921972870827
54,7,20,O,-1.0,0.24,0.8159274011850357,-0.009208448231220245,1.6550092697143555,1.3476703763008118,0.11107921972870827
55,7,12,O,-1.0,0.2,0.8159274011850357,-0.009208448231220245,1.6550092697143555,1.3476703763008118,0.11107921972870827
56,7,20,O,-1.0,0.16,0.8159274011850357,-0.009208448231220245,1.6550092697143555,1.3476703763008118,0.11107921972870827
57,8,12,O,-1.0,0.12,0.8992296606302261,-0.00954270688816905,1.824489027261734,1.2017109096050262,0.0854496993124485
58,8,20,O,-1.0,0.08,0.8992296606302261,-0.00954270688816905,1.824489027261734,1.2017109096050262,0.0854496993124485
59,8,8,O,-1.0,0.04,0.8992296606302261,-0.00954270688816905,1.824489027261734,1.2017109096050262,0.0854496993124485
60,8,20,O,-1.0,0.0,0.8992296606302261,-0.00954270688816905,1.824489027261734,1.2017109096050262,0.0854496993124485
61,8,14,O,-1.0,-0.04,0.8992296606302261,-0.00954270688816905,1.824489027261734,1.2017109096050262,0.0854496993124485
62,8,7,X,1.0,-0.04,0.8992296606302261,-0.00954270688816905,1.824489027261734,1.2017109096050262,0.0854496993124485
63,8,9,X,1.0,-0.04,0.8992296606302261,-0.00954270688816905,1.824489027261734,1.2017109096050262,0.0854496993124485
64,8,35,X,1.0,0.0,0.8992296606302261,-0.00954270688816905,1.824489027261734,1.2017109096050262,0.0854496993124485
65,9,14,O,-1.0,0.0,0.7083825916051865,0.00636995118111372,1.406275451183319,1.2727565169334412,0.11602486670017242
66,9,13,X,1.0,0.04,0.7083825916051865,0.00636995118111372,1.406275451183319,1.2727565169334412,0.11602486670017242
67,9,37,X,1.0,0.08,0.7083825916051865,0.00636995118111372,1.406275451183319,1.2727565169334412,0.11602486670017242
68,9,13,X,1.0,0.12,0.7083825916051865,0.00636995118111372,1.406275451183319,1.2727565169334412,0.11602486670017242
69,9,7,X,1.0,0.12,0.7083825916051865,0.00636995118111372,1.406275451183319,1.2727565169334412,0.11602486670017242
70,9,7,X,1.0,0.12,0.7083825916051865,0.00636995118111372,1.406275451183319,1.2727565169334412,0.11602486670017242
71,9,7,X,1.0,0.16,0.7083825916051865,0.00636995118111372,1.406275451183319,1.2727565169334412,0.11602486670017242
72,9,7,X,1.0,0.16,0.7083825916051865,0.00636995118111372,1.406275451183319,1.2727565169334412,0.11602486670017242
73,10,32,O,-1.0,0.12,0.7122816989819208,-0.010813730613638958,1.4496080080668132,1.338849941889445,0.11679931978384654
74,10,25,X,1.0,0.12,0.7122816989819208,-0.010813730613638958,1.4496080080668132,1.338849941889445,0.11679931978384654
75,10,32,O,-1.0,0.08,0.7122816989819208,-0.010813730613638958,1.4496080080668132,1.338849941889445,0.11679931978384654
76,10,12,O,-1.0,0.04,0.7122816989819208,-0.010813730613638958,1.4496080080668132,1.338849941889445,0.11679931978384654
77,10,20,O,-1.0,0.0,0.7122816989819208,-0.010813730613638958,1.4496080080668132,1.338849941889445,0.11679931978384654
78,10,21,X,1.0,0.0,0.7122816989819208,-0.010813730613638958,1.4496080080668132,1.338849941889445,0.11679931978384654
79,10,12,O,-1.0,0.0,0.7122816989819208,-0.010813730613638958,1.4496080080668132,1.338849941889445,0.11679931978384654
80,10,29,X,1.0,0.0,0.7122816989819208,-0.010813730613638958,1.4496080080668132,1.338849941889445,0.11679931978384654
81,11,12,O,-1.0,-0.04,0.5406773388385773,-0.0143587117199786,1.109192967414856,1.3596946895122528,0.14036499336361885
82,11,12,O,-1.0,-0.04,0.5406773388385773,-0.0143587117199786,1.109192967414856,1.3596946895122528,0.14036499336361885
83,11,10,O,-1.0,-0.08,0.5406773388385773,-0.0143587117199786,1.109192967414856,1.3596946895122528,0.14036499336361885
84,11,26,O,-1.0,-0.12,0.5406773388385773,-0.0143587117199786,1.109192967414856,1.3596946895122528,0.14036499336361885
85,11,13,X,1.0,-0.12,0.5406773388385773,-0.0143587117199786,1.109192967414856,1.3596946895122528,0.14036499336361885
86,11,11,X,1.0,-0.08,0.5406773388385773,-0.0143587117199786,1.109192967414856,1.3596946895122528,0.14036499336361885
87,11,7,X,1.0,-0.08,0.5406773388385773,-0.0143587117199786,1.109192967414856,1.3596946895122528,0.14036499336361885
88,11,12,O,-1.0,-0.12,0.5406773388385773,-0.0143587117199786,1.109192967414856,1.3596946895122528,0.14036499336361885
89,12,19,X,1.0,-0.08,0.6239098310470581,-0.006563346832990646,1.2586458623409271,1.2679807245731354,0.13830063305795193
90,12,11,X,1.0,-0.08,0.6239098310470581,-0.006563346832990646,1.2586458623409271,1.2679807245731354,0.13830063305795193
91,12,13,X,1.0,-0.08,0.6239098310470581,-0.006563346832990646,1.2586458623409271,1.2679807245731354,0.13830063305795193
92,12,12,O,-1.0,-0.08,0.6239098310470581,-0.006563346832990646,1.2586458623409271,1.2679807245731354,0.13830063305795193
93,12,18,O,-1.0,-0.08,0.6239098310470581,-0.006563346832990646,1.2586458623409271,1.2679807245731354,0.13830063305795193
94,12,7,X,1.0,-0.04,0.6239098310470581,-0.006563346832990646,1.2586458623409271,1.2679807245731354,0.13830063305795193
95,12,10,O,-1.0,-0.04,0.6239098310470581,-0.006563346832990646,1.2586458623409271,1.2679807245731354,0.13830063305795193
96,12,10,O,-1.0,-0.08,0.6239098310470581,-0.006563346832990646,1.2586458623409271,1.2679807245731354,0.13830063305795193
97,13,7,X,1.0,-0.04,0.701806366443634,-0.07968269195407629,1.5600917140642803,1.3283270200093586,0.14726471652587256
98,13,38,O,-1.0,-0.04,0.701806366443634,-0.07968269195407629,1.5600917140642803,1.3283270200093586,0.14726471652587256
99,13,8,O,-1.0,-0.08,0.701806366443634,-0.07968269195407629,1.5600917140642803,1.3283270200093586,0.14726471652587256
100,13,16,O,-1.0,-0.12,0.701806366443634,-0.07968269195407629,1.5600917140642803,1.3283270200093586,0.14726471652587256
101,13,7,X,1.0,-0.08,0.701806366443634,-0.07968269195407629,1.5600917140642803,1.3283270200093586,0.14726471652587256
102,13,9,X,1.0,-0.04,0.701806366443634,-0.07968269195407629,1.5600917140642803,1.3283270200093586,0.14726471652587256
103,13,9,X,1.0,-0.04,0.701806366443634,-0.07968269195407629,1.5600917140642803,1.3283270200093586,0.14726471652587256
104,13,38,O,-1.0,-0.04,0.701806366443634,-0.07968269195407629,1.5600917140642803,1.3283270200093586,0.14726471652587256
105,14,34,O,-1.0,-0.04,0.6090213358402252,-0.0004546197596937418,1.2146812081336975,1.350988119840622,0.1564522422850132
106,14,12,O,-1.0,-0.04,0.6090213358402252,-0.0004546197596937418,1.2146812081336975,1.350988119840622,0.1564522422850132
107,14,14,O,-1.0,-0.04,0.6090213358402252,-0.0004546197596937418,1.2146812081336975,1.350988119840622,0.1564522422850132
108,14,16,O,-1.0,-0.04,0.6090213358402252,-0.0004546197596937418,1.2146812081336975,1.350988119840622,0.1564522422850132
109,14,8,O,-1.0,-0.04,0.6090213358402252,-0.0004546197596937418,1.2146812081336975,1.350988119840622,0.1564522422850132
110,14,10,O,-1.0,-0.04,0.6090213358402252,-0.0004546197596937418,1.2146812081336975,1.350988119840622,0.1564522422850132
111,14,11,X,1.0,0.0,0.6090213358402252,-0.0004546197596937418,1.2146812081336975,1.350988119840622,0.1564522422850132
112,14,17,X,1.0,0.0,0.6090213358402252,-0.0004546197596937418,1.2146812081336975,1.350988119840622,0.1564522422850132
113,15,15,X,1.0,0.0,0.9988123352328936,-0.02382240816950798,2.03157905737559,1.3982285261154175,0.20827501515547434
114,15,7,X,1.0,0.0,0.9988123352328936,-0.02382240816950798,2.03157905737559,1.3982285261154175,0.20827501515547434
115,15,9,X,1.0,0.04,0.9988123352328936,-0.02382240816950798,2.03157905737559,1.3982285261154175,0.20827501515547434
116,15,22,O,-1.0,0.0,0.9988123352328936,-0.02382240816950798,2.03157905737559,1.3982285261154175,0.20827501515547434
117,15,54,O,-1.0,-0.04,0.9988123352328936,-0.02382240816950798,2.03157905737559,1.3982285261154175,0.20827501515547434
118,15,10,O,-1.0,-0.08,0.9988123352328936,-0.02382240816950798,2.03157905737559,1.3982285261154175,0.20827501515547434
119,15,12,O,-1.0,-0.12,0.9988123352328936,-0.02382240816950798,2.03157905737559,1.3982285261154175,0.20827501515547434
120,15,8,O,-1.0,-0.16,0.9988123352328936,-0.02382240816950798,2.03157905737559,1.3982285261154175,0.20827501515547434
